Station_Names,Year,Month,Max_Temp,Min_Temp,Rainfall,Relative_Humidity,Wind_Speed,Cloud_Coverage,Bright_Sunshine,LATITUDE,LONGITUDE,ALT,Flood?,Season,Rainfall_Category,Temperature_Range,Humidity_Rainfall_Index
Ishurdi,2001,6,35.0,25.9,409.0,85.0,1.9,6.1,4.4,24.12,89.04,14,1,Monsoon,High,9.1,34765.0
Jessore,2001,6,34.4,25.7,498.0,88.0,2.2,6.6,3.0,23.17,89.22,7,1,Monsoon,High,8.7,43824.0
Khepupara,2001,6,33.7,25.7,1014.0,91.0,2.1,7.1,2.2,21.98,90.22,3,1,Monsoon,Extreme,8.000000000000004,92274.0
Khulna,2001,6,35.2,25.9,354.0,90.0,0.9,6.3,2.7,22.8,89.58,4,1,Monsoon,High,9.300000000000004,31860.0
Kutubdia,2001,6,32.8,24.9,773.0,90.0,2.0,6.2,2.6,21.83,91.84,6,1,Monsoon,Extreme,7.899999999999999,69570.0
Madaripur,2001,6,34.6,25.7,625.0,90.0,1.0,6.0,3.0,23.17,90.18,5,1,Monsoon,Extreme,8.900000000000002,56250.0
Maijdee Court,2001,6,33.6,25.4,881.0,89.0,2.3,6.6,3.4,22.83,91.08,6,1,Monsoon,Extreme,8.200000000000003,78409.0
Mongla,2001,6,35.2,26.0,539.0,92.0,2.1,5.7,2.5,22.43,89.66,4,1,Monsoon,Extreme,9.200000000000005,49588.0
Mymensingh,2001,6,34.0,25.7,408.0,87.0,2.1,6.5,4.5,24.75,90.41,19,1,Monsoon,High,8.3,35496.0
Patuakhali,2001,6,34.0,25.6,1084.0,93.0,1.6,7.1,1.8,22.36,90.34,3,1,Monsoon,Extreme,8.399999999999999,100812.0
Rajshahi,2001,6,35.2,25.6,324.0,87.0,1.8,6.2,5.4,24.35,88.56,20,1,Monsoon,High,9.6,28188.0
Rangamati,2001,6,34.7,24.7,569.0,85.0,1.1,6.1,3.8,22.67,92.2,63,1,Monsoon,Extreme,10.000000000000004,48365.0
Rangpur,2001,6,35.6,25.4,481.0,84.0,1.6,5.6,6.2,25.72,89.26,34,1,Monsoon,High,10.200000000000005,40404.0
Sandwip,2001,6,35.0,25.0,1784.0,91.0,1.8,6.6,3.6,22.5,91.46,6,1,Monsoon,Extreme,10.0,162344.0
Satkhira,2001,6,34.7,26.0,411.0,87.0,0.8,6.0,3.0,22.68,89.07,6,1,Monsoon,High,8.700000000000003,35757.0
Sitakunda,2001,6,33.9,25.0,741.0,88.0,1.8,6.5,2.8,22.64,91.64,4,1,Monsoon,Extreme,8.899999999999999,65208.0
Srimangal,2001,6,35.8,24.5,747.0,88.0,0.8,6.9,4.6,24.29,91.73,23,1,Monsoon,Extreme,11.299999999999995,65736.0
Sylhet,2001,6,35.7,25.2,729.0,89.0,1.5,7.1,3.3,24.88,91.93,35,1,Monsoon,Extreme,10.500000000000004,64881.0
Teknaf,2001,6,33.0,25.1,1759.0,93.0,1.2,7.2,2.8,20.87,92.26,4,1,Monsoon,Extreme,7.899999999999999,163587.0
Barisal,2001,7,33.0,25.3,556.0,91.0,2.0,7.1,3.8,22.7,90.36,4,1,Monsoon,Extreme,7.699999999999999,50596.0
Bhola,2001,7,32.0,26.0,406.0,90.0,1.0,6.2,2.8,22.7,90.66,5,1,Monsoon,High,6.0,36540.0
Chandpur,2001,7,34.0,25.8,387.0,84.0,0.7,6.1,3.5,23.26,90.67,7,1,Monsoon,High,8.2,32508.0
Chittagong (IAP-Patenga),2001,7,33.3,25.2,693.0,82.0,4.3,6.8,4.2,22.34,91.79,6,1,Monsoon,Extreme,8.099999999999998,56826.0
Cox's Bazar,2001,7,33.8,25.3,903.0,90.0,2.9,6.7,4.0,21.46,91.98,4,1,Monsoon,Extreme,8.499999999999996,81270.0
Dinajpur,2001,7,36.8,26.5,158.0,86.0,0.7,5.7,5.9,25.63,88.66,37,1,Monsoon,Moderate,10.299999999999995,13588.0
Feni,2001,7,34.1,25.4,718.0,86.0,1.7,6.5,4.5,23.01,91.37,8,1,Monsoon,Extreme,8.700000000000003,61748.0
Hatiya,2001,7,31.2,25.3,789.0,89.0,3.3,6.4,4.5,22.29,91.13,4,1,Monsoon,Extreme,5.899999999999999,70221.0
Khepupara,2001,7,31.8,25.9,621.0,90.0,2.5,6.6,3.7,21.98,90.22,3,1,Monsoon,Extreme,5.900000000000002,55890.0
Kutubdia,2001,7,32.4,25.2,413.0,89.0,1.5,6.1,3.4,21.83,91.84,6,1,Monsoon,High,7.199999999999999,36757.0
Madaripur,2001,7,33.3,26.3,422.0,90.0,1.0,6.3,3.9,23.17,90.18,5,1,Monsoon,High,6.9999999999999964,37980.0
Maijdee Court,2001,7,33.4,26.0,548.0,87.0,1.9,6.3,5.0,22.83,91.08,6,1,Monsoon,Extreme,7.399999999999999,47676.0
Mongla,2001,7,33.6,26.3,445.0,89.0,2.1,5.8,3.7,22.43,89.66,4,1,Monsoon,High,7.300000000000001,39605.0
Patuakhali,2001,7,33.5,26.1,534.0,90.0,2.2,6.6,3.2,22.36,90.34,3,1,Monsoon,Extreme,7.399999999999999,48060.0
Rajshahi,2001,7,34.5,26.4,338.0,87.0,1.6,6.0,5.9,24.35,88.56,20,1,Monsoon,High,8.100000000000001,29406.0
Rangamati,2001,7,35.2,24.9,346.0,84.0,1.2,5.8,4.3,22.67,92.2,63,1,Monsoon,High,10.300000000000004,29064.0
Sandwip,2001,7,36.0,24.8,817.0,88.0,1.8,6.4,5.3,22.5,91.46,6,1,Monsoon,Extreme,11.2,71896.0
Sylhet,2001,7,36.0,25.6,612.0,88.0,1.6,7.1,3.9,24.88,91.93,35,1,Monsoon,Extreme,10.4,53856.0
Teknaf,2001,7,31.8,25.4,1236.0,92.0,1.0,7.1,2.0,20.87,92.26,4,1,Monsoon,Extreme,6.400000000000002,113712.0
Chittagong (IAP-Patenga),2001,8,34.5,25.7,523.0,81.0,3.6,6.7,4.8,22.34,91.79,6,1,Monsoon,Extreme,8.8,42363.0
Cox's Bazar,2001,8,34.1,25.7,534.0,89.0,1.9,6.1,6.4,21.46,91.98,4,1,Monsoon,Extreme,8.400000000000002,47526.0
Dinajpur,2001,8,36.5,26.7,318.0,83.0,0.5,5.2,6.6,25.63,88.66,37,1,Monsoon,High,9.8,26394.0
Feni,2001,8,35.0,25.9,756.0,83.0,1.2,6.3,6.7,23.01,91.37,8,1,Monsoon,Extreme,9.1,62748.0
Hatiya,2001,8,33.0,26.2,689.0,88.0,1.9,5.5,6.6,22.29,91.13,4,1,Monsoon,Extreme,6.800000000000001,60632.0
Maijdee Court,2001,8,34.6,26.2,465.0,85.0,1.1,5.9,6.6,22.83,91.08,6,1,Monsoon,High,8.400000000000002,39525.0
Rajshahi,2001,8,35.0,26.6,210.0,86.0,1.1,5.7,6.5,24.35,88.56,20,1,Monsoon,High,8.399999999999999,18060.0
Sandwip,2001,8,36.5,23.2,535.0,86.0,1.2,6.5,8.0,22.5,91.46,6,1,Monsoon,Extreme,13.3,46010.0
Sitakunda,2001,8,35.3,25.4,583.0,86.0,1.5,5.7,5.8,22.64,91.64,4,1,Monsoon,Extreme,9.9,50138.0
Sylhet,2001,8,35.7,25.7,606.0,87.0,1.5,6.8,5.4,24.88,91.93,35,1,Monsoon,Extreme,10.000000000000004,52722.0
Teknaf,2001,8,32.8,25.7,684.0,90.0,1.2,6.5,4.9,20.87,92.26,4,1,Monsoon,Extreme,7.099999999999998,61560.0
Bogra,2001,9,35.2,26.1,344.0,86.0,0.5,5.1,4.7,24.88,89.36,20,1,Monsoon,High,9.1,29584.0
Cox's Bazar,2001,9,36.0,25.3,426.0,88.0,1.1,5.1,7.0,21.46,91.98,4,1,Monsoon,High,10.7,37488.0
Dinajpur,2001,9,35.5,25.6,462.0,87.0,0.5,5.6,4.9,25.63,88.66,37,1,Monsoon,High,9.9,40194.0
Hatiya,2001,9,33.6,25.4,597.0,86.0,1.1,4.9,5.7,22.29,91.13,4,1,Monsoon,Extreme,8.200000000000003,51342.0
Khepupara,2001,9,34.8,25.6,487.0,88.0,0.7,5.1,4.8,21.98,90.22,3,1,Monsoon,High,9.199999999999996,42856.0
Maijdee Court,2001,9,35.0,25.8,424.0,86.0,0.4,5.2,5.8,22.83,91.08,6,1,Monsoon,High,9.2,36464.0
Rangpur,2001,9,34.8,25.7,550.0,87.0,0.9,5.6,4.0,25.72,89.26,34,1,Monsoon,Extreme,9.099999999999998,47850.0
Barisal,2001,10,35.0,24.0,305.0,89.0,0.3,4.6,6.5,22.7,90.36,4,1,Post-Monsoon,High,11.0,27145.0
Dhaka,2001,10,34.8,22.8,177.0,81.0,0.4,4.9,5.6,23.78,90.39,9,0,Post-Monsoon,Moderate,11.999999999999996,14337.0
Dinajpur,2001,10,34.0,23.4,382.0,85.0,0.4,3.7,6.6,25.63,88.66,37,1,Post-Monsoon,High,10.6,32470.0
Hatiya,2001,10,33.3,24.6,434.0,87.0,0.8,4.0,6.4,22.29,91.13,4,1,Post-Monsoon,High,8.699999999999996,37758.0
Patuakhali,2001,10,35.0,24.7,386.0,89.0,0.7,4.4,5.7,22.36,90.34,3,1,Post-Monsoon,High,10.3,34354.0
Rajshahi,2001,10,34.0,24.0,184.0,87.0,0.7,4.2,7.1,24.35,88.56,20,1,Post-Monsoon,Moderate,10.0,16008.0
Sandwip,2001,10,35.4,23.1,482.0,88.0,0.7,6.1,6.8,22.5,91.46,6,1,Post-Monsoon,High,12.299999999999995,42416.0
Dhaka,2001,11,32.0,19.3,18.0,78.0,0.3,3.1,6.4,23.78,90.39,9,0,Post-Monsoon,Low,12.7,1404.0
Dhaka,2001,12,28.4,14.9,0.0,75.0,0.4,1.0,7.2,23.78,90.39,9,0,Winter,Low,13.499999999999998,0.0
Dhaka,2002,1,28.2,14.6,24.0,68.0,0.5,1.7,7.4,23.78,90.39,9,0,Winter,Low,13.6,1632.0
Dhaka,2002,2,33.5,16.7,4.0,58.0,0.7,1.0,8.8,23.78,90.39,9,0,Winter,Low,16.8,232.0
Dinajpur,2002,4,35.3,21.3,162.0,78.0,0.9,4.5,7.0,25.63,88.66,37,1,Pre-Monsoon,Moderate,13.999999999999996,12636.0
Barisal,2002,5,35.4,24.1,324.0,83.0,1.9,5.9,7.2,22.7,90.36,4,1,Pre-Monsoon,High,11.299999999999995,26892.0
Chandpur,2002,5,35.7,24.5,376.0,80.0,1.0,4.7,5.5,23.26,90.67,7,1,Pre-Monsoon,High,11.200000000000005,30080.0
Cox's Bazar,2002,5,34.6,25.1,494.0,85.0,1.9,4.8,7.3,21.46,91.98,4,1,Pre-Monsoon,High,9.5,41990.0
Dinajpur,2002,5,36.0,23.7,104.0,80.0,0.7,4.9,6.3,25.63,88.66,37,1,Pre-Monsoon,Moderate,12.3,8320.0
Feni,2002,5,35.2,23.6,455.0,83.0,1.5,5.8,5.5,23.01,91.37,8,1,Pre-Monsoon,High,11.6,37765.0
Hatiya,2002,5,33.2,24.6,437.0,84.0,2.4,4.7,6.1,22.29,91.13,4,1,Pre-Monsoon,High,8.600000000000001,36708.0
Kutubdia,2002,5,33.8,25.2,473.0,83.0,1.9,5.2,6.7,21.83,91.84,6,1,Pre-Monsoon,High,8.599999999999998,39259.0
Maijdee Court,2002,5,35.0,24.2,594.0,84.0,1.5,4.7,5.7,22.83,91.08,6,1,Pre-Monsoon,Extreme,10.8,49896.0
Rangamati,2002,5,35.8,23.1,548.0,83.0,0.9,4.9,5.8,22.67,92.2,63,1,Pre-Monsoon,Extreme,12.699999999999996,45484.0
Sandwip,2002,5,32.1,25.5,835.0,88.0,1.2,6.3,4.9,22.5,91.46,6,1,Pre-Monsoon,Extreme,6.600000000000001,73480.0
Sylhet,2002,5,36.2,22.7,548.0,83.0,2.3,5.8,5.5,24.88,91.93,35,1,Pre-Monsoon,Extreme,13.500000000000004,45484.0
Barisal,2002,6,35.4,25.6,541.0,89.0,1.3,6.7,3.5,22.7,90.36,4,1,Monsoon,Extreme,9.799999999999995,48149.0
Bhola,2002,6,32.5,25.8,474.0,90.0,0.7,5.7,3.1,22.7,90.66,5,1,Monsoon,High,6.699999999999999,42660.0
Chandpur,2002,6,34.7,25.7,549.0,85.0,0.9,6.1,3.1,23.26,90.67,7,1,Monsoon,Extreme,9.000000000000004,46665.0
Chittagong (IAP-Patenga),2002,6,33.5,25.6,593.0,79.0,3.8,6.0,4.2,22.34,91.79,6,1,Monsoon,Extreme,7.899999999999999,46847.0
Cox's Bazar,2002,6,34.5,25.8,503.0,89.0,1.8,5.7,5.7,21.46,91.98,4,1,Monsoon,Extreme,8.7,44767.0
Dinajpur,2002,6,34.4,25.0,658.0,86.0,0.9,6.3,4.3,25.63,88.66,37,1,Monsoon,Extreme,9.4,56588.0
Faridpur,2002,6,35.0,25.8,395.0,87.0,1.6,6.1,4.2,23.61,89.84,9,1,Monsoon,High,9.2,34365.0
Feni,2002,6,34.6,25.4,460.0,84.0,1.3,6.2,4.5,23.01,91.37,8,1,Monsoon,High,9.200000000000005,38640.0
Hatiya,2002,6,34.0,25.4,690.0,88.0,2.1,6.5,3.8,22.29,91.13,4,1,Monsoon,Extreme,8.600000000000001,60720.0
Jessore,2002,6,37.4,25.9,535.0,86.0,2.2,6.1,3.5,23.17,89.22,7,1,Monsoon,Extreme,11.5,46010.0
Khepupara,2002,6,34.5,26.4,571.0,87.0,1.6,6.1,4.3,21.98,90.22,3,1,Monsoon,Extreme,8.100000000000001,49677.0
Khulna,2002,6,37.4,25.4,846.0,87.0,1.0,6.1,4.5,22.8,89.58,4,1,Monsoon,Extreme,12.0,73602.0
Kutubdia,2002,6,34.0,26.0,359.0,87.0,1.9,5.2,5.9,21.83,91.84,6,1,Monsoon,High,8.0,31233.0
Madaripur,2002,6,35.0,25.7,528.0,87.0,1.0,5.1,3.5,23.17,90.18,5,1,Monsoon,Extreme,9.3,45936.0
Maijdee Court,2002,6,35.4,25.2,685.0,88.0,1.4,5.8,3.6,22.83,91.08,6,1,Monsoon,Extreme,10.2,60280.0
Mongla,2002,6,37.6,26.0,983.0,88.0,1.7,5.9,4.5,22.43,89.66,4,1,Monsoon,Extreme,11.6,86504.0
Mymensingh,2002,6,33.0,25.5,578.0,87.0,1.4,6.4,3.0,24.75,90.41,19,1,Monsoon,Extreme,7.5,50286.0
Patuakhali,2002,6,36.4,25.8,809.0,91.0,1.2,6.3,3.1,22.36,90.34,3,1,Monsoon,Extreme,10.599999999999998,73619.0
Rangpur,2002,6,34.0,24.9,685.0,88.0,1.7,6.5,3.8,25.72,89.26,34,1,Monsoon,Extreme,9.1,60280.0
Sandwip,2002,6,31.8,25.6,717.0,89.0,1.0,7.1,2.5,22.5,91.46,6,1,Monsoon,Extreme,6.199999999999999,63813.0
Satkhira,2002,6,36.5,26.2,536.0,85.0,0.8,5.5,5.2,22.68,89.07,6,1,Monsoon,Extreme,10.3,45560.0
Sitakunda,2002,6,34.7,25.2,527.0,87.0,1.0,5.2,4.0,22.64,91.64,4,1,Monsoon,Extreme,9.500000000000004,45849.0
Sylhet,2002,6,34.9,24.8,701.0,92.0,1.5,7.3,2.2,24.88,91.93,35,1,Monsoon,Extreme,10.099999999999998,64492.0
Teknaf,2002,6,33.0,25.7,808.0,89.0,0.8,5.8,3.8,20.87,92.26,4,1,Monsoon,Extreme,7.300000000000001,71912.0
Barisal,2002,7,34.5,25.9,716.0,90.0,1.1,7.3,2.7,22.7,90.36,4,1,Monsoon,Extreme,8.600000000000001,64440.0
Bhola,2002,7,33.4,25.5,576.0,92.0,0.8,6.9,1.4,22.7,90.66,5,1,Monsoon,Extreme,7.899999999999999,52992.0
Bogra,2002,7,35.2,26.1,476.0,90.0,0.7,6.9,2.1,24.88,89.36,20,1,Monsoon,High,9.1,42840.0
Chandpur,2002,7,34.2,26.0,477.0,86.0,0.7,6.8,1.6,23.26,90.67,7,1,Monsoon,High,8.200000000000003,41022.0
Chittagong (IAP-Patenga),2002,7,33.0,25.5,693.0,84.0,3.7,7.3,4.2,22.34,91.79,6,1,Monsoon,Extreme,7.5,58212.0
Comilla,2002,7,33.8,25.6,766.0,89.0,1.9,7.2,2.5,23.48,91.19,10,1,Monsoon,Extreme,8.199999999999996,68174.0
Cox's Bazar,2002,7,33.4,25.7,1236.0,92.0,1.4,7.1,2.1,21.46,91.98,4,1,Monsoon,Extreme,7.699999999999999,113712.0
Dinajpur,2002,7,35.8,25.7,797.0,89.0,0.6,6.8,2.2,25.63,88.66,37,1,Monsoon,Extreme,10.099999999999998,70933.0
Faridpur,2002,7,35.5,26.0,586.0,88.0,1.3,6.6,3.0,23.61,89.84,9,1,Monsoon,Extreme,9.5,51568.0
Feni,2002,7,34.0,25.5,790.0,89.0,1.3,7.3,2.2,23.01,91.37,8,1,Monsoon,Extreme,8.5,70310.0
Hatiya,2002,7,32.5,25.9,1019.0,90.0,1.5,7.4,2.6,22.29,91.13,4,1,Monsoon,Extreme,6.600000000000001,91710.0
Jessore,2002,7,37.2,26.7,524.0,86.0,1.6,6.3,3.7,23.17,89.22,7,1,Monsoon,Extreme,10.500000000000004,45064.0
Khepupara,2002,7,35.0,26.7,509.0,89.0,1.3,7.1,2.1,21.98,90.22,3,1,Monsoon,Extreme,8.3,45301.0
Kutubdia,2002,7,32.3,26.0,686.0,91.0,1.5,7.2,2.9,21.83,91.84,6,1,Monsoon,Extreme,6.299999999999997,62426.0
Madaripur,2002,7,36.0,26.0,553.0,89.0,0.8,6.3,3.1,23.17,90.18,5,1,Monsoon,Extreme,10.0,49217.0
Maijdee Court,2002,7,33.4,25.7,726.0,90.0,1.3,7.0,1.8,22.83,91.08,6,1,Monsoon,Extreme,7.699999999999999,65340.0
Mongla,2002,7,36.5,26.9,389.0,86.0,1.4,6.1,3.0,22.43,89.66,4,1,Monsoon,High,9.6,33454.0
Mymensingh,2002,7,32.6,25.8,443.0,91.0,1.3,7.2,1.5,24.75,90.41,19,1,Monsoon,High,6.800000000000001,40313.0
Patuakhali,2002,7,35.5,26.1,560.0,93.0,1.1,7.1,2.1,22.36,90.34,3,1,Monsoon,Extreme,9.4,52080.0
Rajshahi,2002,7,37.2,26.6,316.0,88.0,1.2,6.5,3.6,24.35,88.56,20,1,Monsoon,High,10.6,27808.0
Rangamati,2002,7,34.6,25.2,852.0,88.0,0.6,6.3,2.6,22.67,92.2,63,1,Monsoon,Extreme,9.400000000000002,74976.0
Rangpur,2002,7,35.2,25.8,582.0,89.0,1.1,7.2,1.7,25.72,89.26,34,1,Monsoon,Extreme,9.400000000000002,51798.0
Sandwip,2002,7,30.5,25.4,1698.0,90.0,1.1,7.0,2.1,22.5,91.46,6,1,Monsoon,Extreme,5.100000000000001,152820.0
Satkhira,2002,7,37.1,27.2,434.0,83.0,0.7,6.0,3.4,22.68,89.07,6,1,Monsoon,High,9.900000000000002,36022.0
Sitakunda,2002,7,33.3,25.5,644.0,91.0,1.0,6.9,1.6,22.64,91.64,4,1,Monsoon,Extreme,7.799999999999997,58604.0
Sylhet,2002,7,33.7,25.3,841.0,92.0,1.4,7.6,1.7,24.88,91.93,35,1,Monsoon,Extreme,8.400000000000002,77372.0
Tangail,2002,7,35.2,25.8,487.0,88.0,1.2,7.0,1.8,24.15,89.55,10,1,Monsoon,High,9.400000000000002,42856.0
Teknaf,2002,7,33.0,25.2,1136.0,92.0,0.7,7.2,2.1,20.87,92.26,4,1,Monsoon,Extreme,7.800000000000001,104512.0
Barisal,2002,8,34.0,26.0,272.0,89.0,1.0,6.4,5.0,22.7,90.36,4,1,Monsoon,High,8.0,24208.0
Bhola,2002,8,33.0,25.8,421.0,90.0,0.6,5.8,4.0,22.7,90.66,5,1,Monsoon,High,7.199999999999999,37890.0
Bogra,2002,8,35.2,26.5,496.0,87.0,0.8,6.0,5.9,24.88,89.36,20,1,Monsoon,High,8.700000000000003,43152.0
Chandpur,2002,8,34.0,25.9,409.0,85.0,0.7,5.7,3.9,23.26,90.67,7,1,Monsoon,High,8.100000000000001,34765.0
Chittagong (IAP-Patenga),2002,8,33.5,25.3,523.0,81.0,3.5,6.6,4.8,22.34,91.79,6,1,Monsoon,Extreme,8.2,42363.0
Cox's Bazar,2002,8,34.8,25.5,658.0,89.0,1.8,6.2,5.3,21.46,91.98,4,1,Monsoon,Extreme,9.299999999999995,58562.0
Dinajpur,2002,8,35.5,26.2,246.0,85.0,0.8,5.8,5.4,25.63,88.66,37,1,Monsoon,High,9.3,20910.0
Faridpur,2002,8,33.8,26.1,420.0,87.0,1.1,6.2,4.4,23.61,89.84,9,1,Monsoon,High,7.699999999999996,36540.0
Feni,2002,8,35.2,25.4,439.0,86.0,1.1,6.6,4.6,23.01,91.37,8,1,Monsoon,High,9.800000000000004,37754.0
Hatiya,2002,8,32.5,24.9,562.0,89.0,2.2,6.2,4.8,22.29,91.13,4,1,Monsoon,Extreme,7.600000000000001,50018.0
Khepupara,2002,8,32.5,25.9,540.0,90.0,1.4,6.5,3.4,21.98,90.22,3,1,Monsoon,Extreme,6.600000000000001,48600.0
Khulna,2002,8,34.5,26.1,483.0,90.0,0.9,6.1,4.7,22.8,89.58,4,1,Monsoon,High,8.399999999999999,43470.0
Kutubdia,2002,8,32.6,25.7,392.0,88.0,1.5,5.9,6.2,21.83,91.84,6,1,Monsoon,High,6.900000000000002,34496.0
Maijdee Court,2002,8,35.0,25.8,476.0,87.0,1.3,5.9,4.7,22.83,91.08,6,1,Monsoon,High,9.2,41412.0
Mongla,2002,8,34.3,26.1,441.0,89.0,1.5,5.2,3.9,22.43,89.66,4,1,Monsoon,High,8.199999999999996,39249.0
Patuakhali,2002,8,34.0,25.8,458.0,93.0,1.0,6.2,3.3,22.36,90.34,3,1,Monsoon,High,8.2,42594.0
Rajshahi,2002,8,35.3,26.2,238.0,87.0,1.3,5.8,5.5,24.35,88.56,20,1,Monsoon,High,9.099999999999998,20706.0
Rangamati,2002,8,34.6,24.7,472.0,86.0,0.5,6.0,4.4,22.67,92.2,63,1,Monsoon,High,9.900000000000002,40592.0
Sandwip,2002,8,30.7,25.5,673.0,89.0,2.4,5.5,5.0,22.5,91.46,6,1,Monsoon,Extreme,5.199999999999999,59897.0
Sitakunda,2002,8,34.7,25.3,490.0,88.0,1.0,5.9,3.3,22.64,91.64,4,1,Monsoon,High,9.400000000000002,43120.0
Sylhet,2002,8,35.0,25.4,481.0,89.0,1.5,7.1,4.1,24.88,91.93,35,1,Monsoon,High,9.6,42809.0
Teknaf,2002,8,33.4,25.5,692.0,89.0,1.2,6.4,3.7,20.87,92.26,4,1,Monsoon,Extreme,7.899999999999999,61588.0
Barisal,2002,9,35.0,25.5,315.0,92.0,0.5,5.7,4.8,22.7,90.36,4,1,Monsoon,High,9.5,28980.0
Dinajpur,2002,9,36.0,25.3,481.0,84.0,0.6,4.7,6.6,25.63,88.66,37,1,Monsoon,High,10.7,40404.0
Khulna,2002,9,36.0,25.9,429.0,88.0,0.7,5.0,5.3,22.8,89.58,4,1,Monsoon,High,10.1,37752.0
Mongla,2002,9,35.5,25.7,492.0,90.0,1.3,5.0,5.2,22.43,89.66,4,1,Monsoon,High,9.8,44280.0
Patuakhali,2002,9,35.0,25.5,481.0,90.0,0.8,5.1,4.6,22.36,90.34,3,1,Monsoon,High,9.5,43290.0
Rajshahi,2002,9,35.3,25.6,281.0,86.0,1.1,5.1,6.9,24.35,88.56,20,1,Monsoon,High,9.699999999999996,24166.0
Rangamati,2002,9,35.4,24.6,353.0,85.0,0.4,4.4,6.6,22.67,92.2,63,1,Monsoon,High,10.799999999999995,30005.0
Dhaka,2002,10,34.2,23.0,52.0,75.0,0.4,4.1,6.7,23.78,90.39,9,0,Post-Monsoon,Moderate,11.200000000000005,3900.0
Dhaka,2002,11,32.0,19.8,40.0,74.0,0.5,3.1,6.6,23.78,90.39,9,0,Post-Monsoon,Low,12.2,2960.0
Dhaka,2002,12,29.5,16.0,0.0,74.0,0.5,1.1,6.3,23.78,90.39,9,0,Winter,Low,13.5,0.0
Dhaka,2003,1,27.5,11.7,0.0,75.0,1.1,1.8,5.2,23.78,90.39,9,0,Winter,Low,15.8,0.0
Dhaka,2003,2,31.6,16.9,25.0,66.0,0.9,1.9,7.4,23.78,90.39,9,0,Winter,Low,14.700000000000005,1650.0
Cox's Bazar,2003,5,35.8,25.7,574.0,84.0,1.6,3.9,6.1,21.46,91.98,4,1,Pre-Monsoon,Extreme,10.099999999999998,48216.0
Dinajpur,2003,5,36.8,23.3,147.0,78.0,0.8,4.2,7.4,25.63,88.66,37,1,Pre-Monsoon,Moderate,13.499999999999996,11466.0
Barisal,2003,6,36.5,25.7,521.0,92.0,1.9,7.0,2.7,22.7,90.36,4,1,Monsoon,Extreme,10.8,47932.0
Bhola,2003,6,35.8,25.6,593.0,89.0,1.1,6.2,1.8,22.7,90.66,5,1,Monsoon,Extreme,10.199999999999996,52777.0
Bogra,2003,6,36.2,25.7,364.0,85.0,1.4,6.1,4.3,24.88,89.36,20,1,Monsoon,High,10.500000000000004,30940.0
Chandpur,2003,6,35.6,25.9,533.0,88.0,0.6,6.0,2.1,23.26,90.67,7,1,Monsoon,Extreme,9.700000000000005,46904.0
Chittagong (IAP-Patenga),2003,6,34.8,25.0,1209.0,90.0,1.2,6.7,4.2,22.34,91.79,6,1,Monsoon,Extreme,9.799999999999995,108810.0
Comilla,2003,6,37.0,24.9,673.0,88.0,2.4,6.3,3.2,23.48,91.19,10,1,Monsoon,Extreme,12.1,59224.0
Cox's Bazar,2003,6,35.2,24.9,1349.0,91.0,2.5,6.8,2.4,21.46,91.98,4,1,Monsoon,Extreme,10.300000000000004,122759.0
Dinajpur,2003,6,37.0,25.1,337.0,85.0,0.7,5.9,3.3,25.63,88.66,37,1,Monsoon,High,11.9,28645.0
Feni,2003,6,35.8,25.0,1046.0,86.0,1.7,7.2,2.7,23.01,91.37,8,1,Monsoon,Extreme,10.799999999999995,89956.0
Hatiya,2003,6,34.5,25.0,1225.0,89.0,2.3,6.8,2.4,22.29,91.13,4,1,Monsoon,Extreme,9.5,109025.0
Jessore,2003,6,39.6,25.9,404.0,84.0,2.7,6.3,4.1,23.17,89.22,7,1,Monsoon,High,13.700000000000005,33936.0
Khepupara,2003,6,35.5,26.0,703.0,89.0,2.1,6.9,2.1,21.98,90.22,3,1,Monsoon,Extreme,9.5,62567.0
Kutubdia,2003,6,34.0,25.0,925.0,90.0,2.0,6.7,2.9,21.83,91.84,6,1,Monsoon,Extreme,9.0,83250.0
Madaripur,2003,6,37.0,26.0,434.0,86.0,0.9,5.8,3.1,23.17,90.18,5,1,Monsoon,High,11.0,37324.0
Maijdee Court,2003,6,36.6,25.4,927.0,89.0,1.9,6.1,2.9,22.83,91.08,6,1,Monsoon,Extreme,11.200000000000005,82503.0
Mongla,2003,6,36.8,26.4,351.0,86.0,2.1,5.8,3.2,22.43,89.66,4,1,Monsoon,High,10.4,30186.0
Mymensingh,2003,6,36.0,25.6,420.0,86.0,2.0,6.4,3.7,24.75,90.41,19,1,Monsoon,High,10.4,36120.0
Patuakhali,2003,6,36.4,25.3,1023.0,93.0,1.3,7.0,1.9,22.36,90.34,3,1,Monsoon,Extreme,11.099999999999998,95139.0
Rajshahi,2003,6,38.6,25.8,280.0,83.0,1.3,5.5,4.8,24.35,88.56,20,1,Monsoon,High,12.8,23240.0
Rangamati,2003,6,37.2,24.4,1086.0,87.0,0.8,6.1,2.6,22.67,92.2,63,1,Monsoon,Extreme,12.800000000000004,94482.0
Rangpur,2003,6,36.3,24.9,573.0,87.0,1.5,6.6,3.5,25.72,89.26,34,1,Monsoon,Extreme,11.4,49851.0
Sandwip,2003,6,33.69787234,25.64042553,647.0212766,88.08695652,2.514893617,5.545652174,4.3,22.5,91.46,6,1,Monsoon,Extreme,8.057446810000002,56994.13505937909
