Duration(Days),Main Cause,Districts,State,Extent of damage,Event Source,District_LGD_Codes,State_Codes,Start_Year,Start_Month,Start_Day,High_Impact,Year,Month,Day,Quarter,Month_Sin,Month_Cos,Long_Event,Cause_Group,State_Count,District_Count,Event_Source_Available
14.0,heavy rains,"Kasaragod, Kollam, Thiruvananthapuram",Kerala,"KASARAGOD : Worth rupees One lakh damage reported KOLLAM : i)Extensive damage to agricultural crops mainly Banana, Tapioca crops reported ii)6 houses inundated iii)Low lying areas, field,Neduvathur-Palmootti canal flooded iv)Damage to house-hold electric appliances & wiring reproted v)Several trees uprooted causing disruption in vehicular traffic,power supply THIRUVANANTHAPURAM : i)Agriculture crops including Banana, Rubber crops submerged ii)Around 650 farmers affected iii)Low lying areas flooded iv)Damage to more than 300 houses reported v)People shifted to relief camps vi)Eastfort, Kilipalam, Karmana, Poojappura,Pazhavangadi areas innundated vii)Thampanoor railway station, Bus stand, bus terminus flooded viii)Several trees/electric poles uprooted causing disruption in vehicular traffic,power supply ix)Varkala beach area affected",IMD,,32.0,2015.0,5.0,15.0,0,2015.0,5.0,15.0,2.0,0.49999999999999994,-0.8660254037844387,1,Heavy Rain,1,3,1
9.0,,"Alappuzha, Kannur, Kollam, Thrissur, Thiruvananthapuram",Kerala,ALAPPUZHA : i)Damage to two acres of Banana crops reported ii)Damage to 10 houses reported iii)26 families of 90 persons shifted to relief camps iv)Water supply disrupted in beach areas KANNUR : District offie of Kerala Aided School Employees' Provident fund caved in KOLLAM : Damage to a house reported as coconut tree uprooted fell over it THRISSUR : i)Damage to 5 houses reported ii)Low-lying areas inundated iii)Severe waterlogging in the low-lying areas THIRUVANANTHAPURAM : i)Damage to 15 houses reported ii)Damage to Fiber oat factory reported iii)Around 1 lakh rupees worth damage reported iv)Several trees uprooted,IMD,,32.0,2015.0,6.0,8.0,0,2015.0,6.0,8.0,2.0,1.2246467991473532e-16,-1.0,1,Other,1,5,1
11.0,heavy rains,"Alappuzha, Ernakulam, Idukki, Kasaragod, Kottayam, Palakkad, Pathanamthitta, Thrissur, Thiruvananthapuram, Wayanad",Kerala,"ALAPPUZHA : i)Extensive damage to Paddy fields,lakhs rupees worth damage to standing crops reported ii)Damage to more than 300 houses,several shops reported iii)102 persons of 29 families shifted to relief camps iv)Loss of worth Rs. 5.3 lakhs estimated v)Several trees/electric poles uprooted causing disruption in vehicular traffic,power supply Ernakulam : i)Damage to 40,450 Banana plantation,1,200 Rubber trees reported ii)Damage to more than 135 houses reported iii)Loss of Rs. 2.5 crore reported iv)Several trees/electric poles uprooted causing disruption in vehicular traffic,power supply IDUKKI : i)Damage to 22.28 hectares of cultivated land reported ii)Damage to 4 houses fully,189 houses partially reported according to official of the District Disaster Management Cell iii)Loss to standing crops estimated Rs. 2.28 crore,houses Rs. 26.62 lakh reproted iv)Dmaage to Edamalakkudy Gram-Panchyat in Munnar forest division reported KASARAGOD : i)Damage to standing crops,some buildings reported ii)Loss worth Rs. 2.67 lakh reproted KOTTAYAM : i)Extensive damage to crops reported ii)Total loss of Rs. 19 lakh reproted iii)Damage to more than 200 houses Kozhikode i)A crop loss on 3.35 hectares reported by district administration ii)Damage to 20 houses fully,more than 160 houses partially reported iii)A big well caved in at Kundamangalam in Kozhikode District PALAKKAD : i)Damage to 12.13 hectares of cultivated land reported ii)LOss of standing crops worth at least Rs. 3 crore due to landslips reported iii)Damage to around 453 houses reported Assam more than 20 families relocated to temporary shelters iv)Loss of Rs. 1.5 crore reported v)Loss of Rs. 70 lakh reproted by Kerala State Electricity Board in Attappady alone. More than 150 electric poles uprooted PATHANAMTHITTA : i)Damage to houses reported ii)Three 11 KV electric posts damaged as a giant tree uprooted,fell over it THRISSUR : i)Damage to houses reported ii)Water logging in low lying areas iii)Several trees/electric poles uprooted causing disrupted in vehicular traffic,power supply THIRUVANANTHAPURAM : i)Hundreds of people affected due to water logging ii)Damage to more than 35 houses reported iii)Low lying areas inundated iv)361 people moved to safer places v)Several cars washed away WAYANAD : i)Damage to 44.54 hectares cultivated plantain,Ginger reported ii)Damage to around 485 houses reproted iii)A loss of about 10.30 crore rupees incurred in the rain related calamities iv)450 persons of 80 families shifted to relief camps v)Loss of Rs. 50 lakh reported by Kerala State Electricity Board due to damage of 500 electric poles",IMD,,32.0,2015.0,6.0,19.0,1,2015.0,6.0,19.0,2.0,1.2246467991473532e-16,-1.0,1,Heavy Rain,1,10,1
3.0,heavy rains,Kannur,Kerala,"i)Damage to 465 hectares of land,Rs. 3.76 crore of crops reported ii)Damage to 8 houses fully ans 416 houses partially reported. Property loss of Rs.97.92 lakh reported",IMD,557.0,32.0,2015.0,7.0,18.0,0,2015.0,7.0,18.0,3.0,-0.4999999999999997,-0.8660254037844388,0,Heavy Rain,1,1,1
21.0,heavy rains,"Ernakulam, Malappuram, Pathanamthitta, Thiruvananthapuram",Kerala,"i)Damage to Agricultural crops including Banana, Tapioca, Betelleaves, vegetables reported ii)Several houses inundated,complete damage to 11 houses reported iii)Many people shifted to safer places iv)Damage to about 70 vehicles reported v)Several trees/electric poles uprooted causing disruption in vehicular traffic,power supply",IMD,,32.0,2015.0,11.0,1.0,0,2015.0,11.0,1.0,4.0,-0.5000000000000004,0.8660254037844384,1,Heavy Rain,1,4,1
3.0,"heavy rains,flood","Betul, Burhanpur, Harda, Indore, Chhindwara, Sehore, Ujjain, Vidisha",Madhya Pradesh,"i)About 6,300 people affected ii)Railway, Bus, electricity,telephone services disrupted",IMD,,23.0,2015.0,7.0,19.0,1,2015.0,7.0,19.0,3.0,-0.4999999999999997,-0.8660254037844388,0,Heavy Rain,1,8,1
1.0,flood,Betul,Madhya Pradesh,,IMD,394.0,23.0,2015.0,8.0,13.0,0,2015.0,8.0,13.0,3.0,-0.8660254037844385,-0.5000000000000004,0,Other,1,1,1
10.0,heavy rains,"Aurangabad, Beed, Hingoli, Jalna, Latur, Nanded, Dharashiv, Parbhani",Maharashtra,"i)Roofs of hused blown away ii)Several trees/electic poles uprooted causing disruption in vehicular traffic,power supply",IMD,,27.0,2015.0,6.0,7.0,1,2015.0,6.0,7.0,2.0,1.2246467991473532e-16,-1.0,1,Heavy Rain,1,8,1
1.0,heavy rains,"Pune, Nagpur",Maharashtra,i)Several areas inundated ii)Normal life paralysed,IMD,,27.0,2015.0,6.0,23.0,0,2015.0,6.0,23.0,2.0,1.2246467991473532e-16,-1.0,0,Heavy Rain,1,2,1
1.0,heavy rains,Pune,Maharashtra,,IMD,490.0,27.0,2015.0,7.0,20.0,0,2015.0,7.0,20.0,3.0,-0.4999999999999997,-0.8660254037844388,0,Heavy Rain,1,1,1
1.0,heavy rains,Mumbai,Maharashtra,,IMD,482.0,27.0,2015.0,7.0,28.0,0,2015.0,7.0,28.0,3.0,-0.4999999999999997,-0.8660254037844388,0,Heavy Rain,1,1,1
1.0,heavy rains,"Mumbai,Mumbai Suburban, Thane",Maharashtra,,IMD,,27.0,2015.0,7.0,29.0,0,2015.0,7.0,29.0,3.0,-0.4999999999999997,-0.8660254037844388,0,Heavy Rain,1,3,1
9.0,heavy rains,"Akola, Amravati, Chandrapur, Nagpur, Wardha",Maharashtra,"i)Wide spread damage to crops reported ii)Damage to many houses reported iii)Thousands of people affected iv)Water logging in at most places including Railway Station, Bus stand,over bridge v)Several trees/electric poles uprooted causing disruption in vehicular traffic,power supply",IMD,,27.0,2015.0,8.0,6.0,0,2015.0,8.0,6.0,3.0,-0.8660254037844385,-0.5000000000000004,1,Heavy Rain,1,5,1
1.0,heavy rains,Parts of Meghalaya,Meghalaya,,IMD,,17.0,2015.0,6.0,17.0,0,2015.0,6.0,17.0,2.0,1.2246467991473532e-16,-1.0,0,Heavy Rain,1,1,1
1.0,heavy rains,Kendujhar,Odisha,,IMD,361.0,21.0,2015.0,8.0,1.0,0,2015.0,8.0,1.0,3.0,-0.8660254037844385,-0.5000000000000004,0,Heavy Rain,1,1,1
1.0,heavy rains,"Anugul, Kendujhar",Odisha,,IMD,,21.0,2015.0,8.0,2.0,0,2015.0,8.0,2.0,3.0,-0.8660254037844385,-0.5000000000000004,0,Heavy Rain,1,2,1
3.0,"heavy rains,flood","Koraput, Nabarangpur, Kalahandi, Kandhamal, Malkangiri",Odisha,"Damage to 504 houses in Koraput,Nabarangapur reported",IMD,,21.0,2015.0,9.0,14.0,0,2015.0,9.0,14.0,3.0,-1.0,-1.8369701987210297e-16,0,Heavy Rain,1,5,1
30.0,heavy rains,"Amritsar, Bathinda, Barnala, Ferozepur, Fazilka, Jalandhar, Moga, Pathankot, Rupnagar, Sangrur, Sri Sri Muktsar Sahib Sahib, Tarn Taran",Punjab,"i)Damage to 70894 acres of crops of estimated value of Rs. 55 crore reported ii)31,754 populations affected iii)Loss of estimated cost Rs. 46,78,900/- reported as 226 houses damaged",IMD,,3.0,2015.0,9.0,1.0,1,2015.0,9.0,1.0,3.0,-1.0,-1.8369701987210297e-16,1,Heavy Rain,1,12,1
2.0,heavy rains,26 districts of Rajasthan,Rajasthan,"i)Extensive damage to Wheat, Gram, Masur,Mustard etc, Rabbi crops,all types of vegetables (near about 50 to 70% for all districts reported ii)Damage to 4,964 houses reproted",IMD,,8.0,2015.0,3.0,14.0,1,2015.0,3.0,14.0,1.0,1.0,6.123233995736766e-17,0,Heavy Rain,1,1,1
10.0,heavy rains,"Ajmer, Barmer, Bhilwara, Bikaner, Dholpur, Jalore, Jhalawar, Nagaur, Pali, Sirohi",Rajasthan,Damage to 50 houses in Manohar Thane Tehsil of Jhalwar district reported,IMD,,8.0,2015.0,7.0,22.0,1,2015.0,7.0,22.0,3.0,-0.4999999999999997,-0.8660254037844388,1,Heavy Rain,1,10,1
5.0,heavy rains,Parts of Rajasthan,Rajasthan,"i)Damage to Wheat, Gram, Masur, Mustard etc. Rabbi crops,all types of vegetables reported ii)Damage to several houses reported",IMD,,8.0,2015.0,8.0,1.0,1,2015.0,8.0,1.0,3.0,-0.8660254037844385,-0.5000000000000004,0,Heavy Rain,1,1,1
1.0,heavy rains,Pali,Rajasthan,,IMD,111.0,8.0,2015.0,8.0,16.0,0,2015.0,8.0,16.0,3.0,-0.8660254037844385,-0.5000000000000004,0,Heavy Rain,1,1,1
1.0,heavy rains,Parts of Sikkim,Sikkim,Landslide,IMD,,11.0,2015.0,7.0,1.0,1,2015.0,7.0,1.0,3.0,-0.4999999999999997,-0.8660254037844388,0,Heavy Rain,1,1,1
1.0,heavy rains,Parts of Sikkim,Sikkim,Massive landslide,IMD,,11.0,2015.0,7.0,5.0,1,2015.0,7.0,5.0,3.0,-0.4999999999999997,-0.8660254037844388,0,Heavy Rain,1,1,1
1.0,heavy rains,Thiruvarur,Tamil Nadu,,IMD,590.0,33.0,2015.0,4.0,21.0,0,2015.0,4.0,21.0,2.0,0.8660254037844387,-0.4999999999999998,0,Heavy Rain,1,1,1
1.0,heavy rains,Vellore,Tamil Nadu,,IMD,595.0,33.0,2015.0,4.0,25.0,0,2015.0,4.0,25.0,2.0,0.8660254037844387,-0.4999999999999998,0,Heavy Rain,1,1,1
1.0,heavy rains,"Coimbatore,Pudukkottai",Tamil Nadu,,IMD,,33.0,2015.0,5.0,14.0,0,2015.0,5.0,14.0,2.0,0.49999999999999994,-0.8660254037844387,0,Heavy Rain,1,2,1
3.0,heavy rains,"Thiruvallur, Virudhunagar",Tamil Nadu,,IMD,,33.0,2015.0,5.0,17.0,1,2015.0,5.0,17.0,2.0,0.49999999999999994,-0.8660254037844387,0,Heavy Rain,1,2,1
1.0,heavy rains,Chennai,Tamil Nadu,,IMD,568.0,33.0,2015.0,6.0,17.0,0,2015.0,6.0,17.0,2.0,1.2246467991473532e-16,-1.0,0,Heavy Rain,1,1,1
1.0,heavy rains,The Nilgiris,Tamil Nadu,,IMD,587.0,33.0,2015.0,6.0,21.0,0,2015.0,6.0,21.0,2.0,1.2246467991473532e-16,-1.0,0,Heavy Rain,1,1,1
1.0,heavy rains,Chennai,Tamil Nadu,,IMD,568.0,33.0,2015.0,7.0,17.0,0,2015.0,7.0,17.0,3.0,-0.4999999999999997,-0.8660254037844388,0,Heavy Rain,1,1,1
1.0,heavy rains,"Thiruvallur, Chennai, Krishnagiri, Tiruvannamalai, Dharmapuri, Salem, Erode, The Nilgiris, Namakkal, Perambalur, Coimbatore, Tiruchirappalli, Ariyalur, Tiruppur, Thanjavur, Karur, Thiruvarur, Dindigul, Madurai, Theni, Virudhunagar, Thoothukkudi, Kanniyakumari",Tamil Nadu,"i)2,000 acres of paddy fields submerged ii)Damage to 900 acres of Banana crops reported iii)Power generation stopped as the mines flooded in Cuddalore District iv)Damage to 45 thatched houses reported",IMD,,33.0,2015.0,11.0,9.0,1,2015.0,11.0,9.0,4.0,-0.5000000000000004,0.8660254037844384,0,Heavy Rain,1,23,1
3.0,heavy rains,"Chennai, Cuddalore, Dharmapuri, Erode, The Nilgiris, Thiruvallur, Thoothukkudi, Viluppuram",Tamil Nadu,"i)Damage to more than 28 houses reported ii)Several trees/electric poles uprooted causing disruption in vehicular traffic,power supply",IMD,,33.0,2015.0,11.0,11.0,1,2015.0,11.0,11.0,4.0,-0.5000000000000004,0.8660254037844384,0,Heavy Rain,1,8,1
5.0,heavy rains,"Chennai, Cuddalore, Kancheepuram, Kanniyakumariumari, Krishnagiri, Nagapattinam, Pudukkottai, Tirunelveli, Tiruvannamalai, Thiruvarur, Thoothukkudi, Viluppuram",Tamil Nadu,"i)2000 hectares of Paddy Crops submerged ii)Damage to several houses reported iii)Several trees / electric poles uprooted causing disruption in vehicular traffic,power supply",IMD,,33.0,2015.0,11.0,18.0,1,2015.0,11.0,18.0,4.0,-0.5000000000000004,0.8660254037844384,0,Heavy Rain,1,12,1
1.0,heavy rains,"Thiruvallur, Chennai, Krishnagiri, Tiruvannamalai, Dharmapuri, Salem, Erode, The Nilgiris, Namakkal, Perambalur, Coimbatore, Tiruchirappalli, Ariyalur, Tiruppur, Thanjavur, Karur, Thiruvarur, Dindigul, Madurai, Theni, Virudhunagar, Thoothukkudi, Kanniyakumari",Tamil Nadu,"i)Damage to 300 houses reported ii)Several trees/electric poles uprooted causing disruption in vehicular traffic,power supply",IMD,,33.0,2015.0,11.0,23.0,1,2015.0,11.0,23.0,4.0,-0.5000000000000004,0.8660254037844384,0,Heavy Rain,1,23,1
3.0,heavy rains,"Chennai, Viluppuram",Tamil Nadu,"i)Extensive damage to 280 hectares of paddy field reported ii)Damage to several houses reported iii)Several trees/electric poles uprooted causing disruption in vehicular traffic,power supply",IMD,,33.0,2015.0,11.0,28.0,1,2015.0,11.0,28.0,4.0,-0.5000000000000004,0.8660254037844384,0,Heavy Rain,1,2,1
3.0,heavy rains,"Thiruvallur, Chennai, Krishnagiri, Tiruvannamalai, Dharmapuri, Salem, Erode, The Nilgiris, Namakkal, Perambalur, Coimbatore, Tiruchirappalli, Ariyalur, Tiruppur, Thanjavur, Karur, Thiruvarur, Dindigul, Madurai, Theni, Virudhunagar, Thoothukkudi, Kanniyakumari",Tamil Nadu,"i)Damage to crops reported ii)Damage to many houses reported iii)Several trees / electric poles uprooted causing disruption in vehicular traffic,power supply",IMD,,33.0,2015.0,12.0,1.0,1,2015.0,12.0,1.0,4.0,-2.4492935982947064e-16,1.0,0,Heavy Rain,1,23,1
4.0,heavy rains,"Thiruvallur, Chennai, Krishnagiri, Tiruvannamalai, Dharmapuri, Salem, Erode, The Nilgiris, Namakkal, Perambalur, Coimbatore, Tiruchirappalli, Ariyalur, Tiruppur, Thanjavur, Karur, Thiruvarur, Dindigul, Madurai, Theni, Virudhunagar, Thoothukkudi, Kanniyakumari",Tamil Nadu,"i)Extensive damage to 25 hectares of Paddy crops reported ii)20,000 hectares of cotton plants submerged iii)Damage to 5,631 huts fully,331 huts partially reported iv)Damage to around 25 lakh vehicles reported",IMD,,33.0,2015.0,12.0,8.0,1,2015.0,12.0,8.0,4.0,-2.4492935982947064e-16,1.0,0,Heavy Rain,1,23,1
7.0,heavy rains,"Adilabad, Karimnagar, Khammam, Medak, Nalgonda, Nizamabad,Warangal, Warangal, Warangal, Warangal",Telangana,"i)Damage to 40,131.88 hectares of Agricultural crops,35,175.2 hectares of Horticulture crops reported ii)Damage to about 286 houses reported",IMD,,36.0,2015.0,9.0,6.0,0,2015.0,9.0,6.0,3.0,-1.0,-1.8369701987210297e-16,1,Heavy Rain,1,10,1
1.0,heavy rains,"Bara Banki, Mainpuri, Sitapur",Uttar Pradesh,i)Damage to crops reported ii)Damage to several houses reported,IMD,,9.0,2015.0,4.0,4.0,1,2015.0,4.0,4.0,2.0,0.8660254037844387,-0.4999999999999998,0,Heavy Rain,1,3,1
2.0,heavy rains,"Bareilly, Budaun, Bulandshahr, Etah, Etawah, Farrukhabad, Hamirpur, Sitapur, Shahjahanpur, Unnao",Uttar Pradesh,i)Damage to crops reported ii)Damage to many houses reported,IMD,,9.0,2015.0,7.0,11.0,1,2015.0,7.0,11.0,3.0,-0.4999999999999997,-0.8660254037844388,0,Heavy Rain,1,10,1
1.0,heavy rains,"Meerut, Bulandshahr, Gautam Buddha Nagar, Ghaziabad, Hapur, Baghpat, Saharanpur, Muzaffarnagar, Shamli, Moradabad, Bijnor, Rampur, Amroha, Sambhal, Bareilly, Budaun, Pilibhit, Shahjahanpur, Agra, Firozabad, Mainpuri, Mathura, Aligarh, Etah, Hathras, Kasganj, Etawah, Auraiya,Farrukhabad",Uttar Pradesh,i)Damage to crops reported ii)Damage to few houses reproted,IMD,,9.0,2015.0,10.0,28.0,0,2015.0,10.0,28.0,4.0,-0.8660254037844386,0.5000000000000001,0,Heavy Rain,1,29,1
1.0,heavy rains,,Uttar Pradesh,i)Damage to crops reproted ii)Damage to several houses reported,IMD,,9.0,2015.0,12.0,1.0,0,2015.0,12.0,1.0,4.0,-2.4492935982947064e-16,1.0,0,Heavy Rain,1,0,1
1.0,heavy rains,Parts of Uttar Kashiakhand,Uttarakhand,,IMD,,5.0,2015.0,7.0,26.0,0,2015.0,7.0,26.0,3.0,-0.4999999999999997,-0.8660254037844388,0,Heavy Rain,1,1,1
10.0,heavy rains,"Darjeelingm, Kolkata",West Bengal,"i)Damage to crops reported ii)Damage to several houses reported iii)Several trees/electric poles uprooted causing disruption in vehicular traffic,power supply",IMD,,19.0,2015.0,7.0,1.0,1,2015.0,7.0,1.0,3.0,-0.4999999999999997,-0.8660254037844388,1,Heavy Rain,1,2,1
5.0,heavy rains,"South 24 Parganas, Dakshin Dinajpur",West Bengal,i)Damage to crops reported ii)Damage to several houses reported,IMD,,19.0,2015.0,7.0,20.0,0,2015.0,7.0,20.0,3.0,-0.4999999999999997,-0.8660254037844388,0,Heavy Rain,1,2,1
1.0,heavy rains,Pondicherry,Puducherry,,IMD,600.0,34.0,2015.0,12.0,2.0,0,2015.0,12.0,2.0,4.0,-2.4492935982947064e-16,1.0,0,Heavy Rain,1,1,1
30.0,heavy rains & floods,"Guntur, Kurnool, Visakhapatnam, Vizianagaram",Andhra Pradesh,"i) Damage to 49,035 hectares of crops reported. ii) Damage to 16807 houses, 17 school buildings & 48 Panchayat Raj buildings reported. iii) Damage to 46 boats reported. iv) Damage to roads reported. v) Several trees/electric poles uprooted causing disruption in vehicular traffic & power supply. ",IMD,,28.0,2016.0,9.0,1.0,1,2016.0,9.0,1.0,3.0,-1.0,-1.8369701987210297e-16,1,Heavy Rain,1,4,1
1.0,heavy rains(massive landslide),Tawang,Arunachal Pradesh,Damage to several dwelling houses reported. ,IMD,238.0,12.0,2016.0,4.0,22.0,1,2016.0,4.0,22.0,2.0,0.8660254037844387,-0.4999999999999998,0,Landslide,1,1,1
1.0,massive landslide,"West Kameng, West Kameng",Arunachal Pradesh,Damage to 4 houses completely & 9 buildings partially reported.,IMD,,12.0,2016.0,7.0,1.0,1,2016.0,7.0,1.0,3.0,-0.4999999999999997,-0.8660254037844388,0,Landslide,1,2,1
1.0,heavy rains(landslide),Tawang,Arunachal Pradesh,8 houses collapsed.,IMD,238.0,12.0,2016.0,8.0,5.0,0,2016.0,8.0,5.0,3.0,-0.8660254037844385,-0.5000000000000004,0,Landslide,1,1,1
1.0,flood (janji river),Jorhat,Assam,i) Extensive damage to huge amount of standing crops reported. ii) At least 15 villages inundated. ,IMD,290.0,18.0,2016.0,4.0,21.0,1,2016.0,4.0,21.0,2.0,0.8660254037844387,-0.4999999999999998,0,River/Water System,1,1,1
4.0,"flood ( brahmaputra,tributaries)","Cachar, Charaideo, Dhubri, Dibrugarh, Jorhat, Lakhimpur, Sivasagar",Assam,"i) About 86,905 people of 7 districts affected. ii) Damage to cropland of area 5009 hectares reported. ",IMD,,18.0,2016.0,4.0,24.0,0,2016.0,4.0,24.0,2.0,0.8660254037844387,-0.4999999999999998,0,River/Water System,1,7,1
1.0,landslide,"Hailakandi, Karimganj",Assam,Landslide reported.,IMD,,18.0,2016.0,5.0,17.0,1,2016.0,5.0,17.0,2.0,0.49999999999999994,-0.8660254037844387,0,Landslide,1,2,1
5.0,"flood ( brahmaputra,tributaries)","Barpeta, Golaghat, Jorhat, Kamrup Metro, Lakhimpur, Mancachar, Nagaon, Sonitpur",Assam,"i) About 1,52,977 population of 294 villages in 8 districts affected. ii) Crop land of area 26.86 hectares affected. ",IMD,,18.0,2016.0,7.0,3.0,0,2016.0,7.0,3.0,3.0,-0.4999999999999997,-0.8660254037844388,0,River/Water System,1,8,1
1.0,heavy rain,Kamrup Metro,Assam,Vehicular traffic badly affected due to water logging.,IMD,618.0,18.0,2016.0,7.0,7.0,0,2016.0,7.0,7.0,3.0,-0.4999999999999997,-0.8660254037844388,0,Heavy Rain,1,1,1
6.0,"flood( brahmaputra,tributaries)","Golaghat, Jorhat, Lakhimpur, Mancachar, Sonitpur",Assam,"i) 1,87,738 population of 310 villages affected. ii) Crop land of area 16,240.47 hectares & 815 bighas affected. ",IMD,,18.0,2016.0,7.0,13.0,0,2016.0,7.0,13.0,3.0,-0.4999999999999997,-0.8660254037844388,0,River/Water System,1,5,1
1.0,landslide,Kamrup Metro,Assam,,IMD,618.0,18.0,2016.0,7.0,14.0,0,2016.0,7.0,14.0,3.0,-0.4999999999999997,-0.8660254037844388,0,Landslide,1,1,1
11.0,"flood( brahmaputra,tributaries)","Barpeta, Bongaigaon, Chirang, Darrang, Dhemaji, Dhubri, Dibrugarh, Golaghat, Goalpara, Jorhat, Kamrup, Karbi Anglong, Kokrajhar, Lakhimpur, Mancachar, Nagaon, Nalbari, Sivasagar, Sonitpur, Tinsukia",Assam,"i) 18,99,470 population of 3374 villages affected. ii) Crop land of area 2,13,251.52 hectares affected. ",IMD,,18.0,2016.0,7.0,21.0,1,2016.0,7.0,21.0,3.0,-0.4999999999999997,-0.8660254037844388,1,River/Water System,1,20,1
5.0,"flood( brahmaputra,tributaries)","Barpeta, Bongaigaon,Chirang, Darrang, Dhemaji, Dhubri, Dibrugarh, Golaghat, Goalpara, Jorhat, Karbi Anglong, Kamrup Metro, Kokrajhar, Lakhimpur, Mancachar, Nagaon, Nalbari, Sivasagar, Sonitpur,Kamrup, Tinsukia",Assam,"i) Cropland of area 1,00,651.71 hectares affected ii) 11,00,618 population from 1659 villages of 21 districts affected. ",IMD,,18.0,2016.0,8.0,1.0,0,2016.0,8.0,1.0,3.0,-0.8660254037844385,-0.5000000000000004,0,River/Water System,1,21,1
1.0,heavy rains(landslide),Kamrup Metro,Assam,,IMD,618.0,18.0,2016.0,8.0,13.0,0,2016.0,8.0,13.0,3.0,-0.8660254037844385,-0.5000000000000004,0,Landslide,1,1,1
5.0,floods in ganga & tributaries,"Patna, Saran, Vaishali",Bihar,i) 600 acres of Paddy crops submerged. ii) Several trees/electric poles uprooted.,IMD,,10.0,2016.0,8.0,17.0,0,2016.0,8.0,17.0,3.0,-0.8660254037844385,-0.5000000000000004,0,Other,1,3,1
2.0,floods in ganga & tributaries,"Begusarai, Bhojpur, Samastipur, Khagaria, Vaishali",Bihar,i) 37.70 lakh people affected in different parts of the state. ii) 2029 villages innundated.,IMD,,10.0,2016.0,9.0,1.0,1,2016.0,9.0,1.0,3.0,-1.0,-1.8369701987210297e-16,0,Other,1,5,1
1.0,heavy rain,"Begusarai , Lakhisarai, Patna, Samastipur, Saran",Bihar,41.90 lakh people affected in different parts of the state.,IMD,,10.0,2016.0,9.0,3.0,1,2016.0,9.0,3.0,3.0,-1.0,-1.8369701987210297e-16,0,Heavy Rain,1,5,1
1.0,heavy rains & flood in sheonath river,"Uttar Kashi Bastar Kanker, Rajnandgaon",Chhattisgarh,4 van with goods washed away in Rajnandgaon Dist.,IMD,,22.0,2016.0,8.0,2.0,0,2016.0,8.0,2.0,3.0,-0.8660254037844385,-0.5000000000000004,0,River/Water System,1,2,1
1.0,heavy rains,Surguja,Chhattisgarh,Damage to vehicles reported..,IMD,389.0,22.0,2016.0,8.0,19.0,0,2016.0,8.0,19.0,3.0,-0.8660254037844385,-0.5000000000000004,0,Heavy Rain,1,1,1
6.0,heavy rains,"Mahasamund, Raipur",Chhattisgarh,,IMD,,22.0,2016.0,8.0,26.0,0,2016.0,8.0,26.0,3.0,-0.8660254037844385,-0.5000000000000004,0,Heavy Rain,1,2,1
3.0,heavy rains,"Jagdalpur, Janjgir-Champa, Narayanpur, Rajnandgaon",Chhattisgarh,,IMD,,22.0,2016.0,9.0,11.0,0,2016.0,9.0,11.0,3.0,-1.0,-1.8369701987210297e-16,0,Heavy Rain,1,4,1
120.0,heavy rains & floods,"Ahmedabad, Amreli, Bharuch, Bhavnagar, Botad,Udaiur, Devbhumi Dwarka, Devbhumi Dwarka Dwarka, Dahod, Gandhinagar, Gir Somnath, Jamnagar, Junagadh, Kachchh, Mahesana, Morbi, Navsari, Panch Mahals, Patan, Rajkot, Sabar Kantha,Tapi, Dangs, Vadodara, Valsad",Gujarat,"i) 12,121 population affected. ii) 3 houses fully & 125 houses partially damaged.",IMD,,24.0,2016.0,6.0,1.0,1,2016.0,6.0,1.0,2.0,1.2246467991473532e-16,-1.0,1,Heavy Rain,1,25,1
1.0,cloud burst,Shimla,Himachal Pradesh,"i) Damage to crops reported. ii) Damage to cow-shed reported. iii) Electricity, water & Telephone services disrupted iv) Scorpio car washed away.",IMD,23.0,2.0,2016.0,5.0,10.0,0,2016.0,5.0,10.0,2.0,0.49999999999999994,-0.8660254037844387,0,Other,1,1,1
9.0,heavy rains & landslide,"Hamirpur, Kullu, Shimla, Sirmaur, Solan",Himachal Pradesh,"i) Damage to crops reported. ii) Damage to many houses, Hotels reported. iii) Several trees/electric poles uprooted causing disruption in vehicular traffic & power supply.",IMD,,2.0,2016.0,7.0,23.0,0,2016.0,7.0,23.0,3.0,-0.4999999999999997,-0.8660254037844388,1,Landslide,1,5,1
2.0,heavy rains,"Chamba, Hamirpur, Kangra, Kullu, Mandi, Shimla,Sirmaur, Una",Himachal Pradesh,"i) Extensive damage to crops reported. ii) Damage to shops, houses & buildings reported. iii) Damage to bridges reported. iv) Damage to railway track reported.",IMD,,2.0,2016.0,8.0,1.0,0,2016.0,8.0,1.0,3.0,-0.8660254037844385,-0.5000000000000004,0,Heavy Rain,1,8,1
3.0,heavy rains & landslide,"Bilaspur, Chamba, Hamirpur, Kangra, Kullu, Mandi, Shimla, Solan, Una",Himachal Pradesh,"i) Extensive damage to the crops reported. ii) Damage to cow-shed, houses reported. iii) Damage to bridges reported. iv) Damage to roads & railway track reported.",IMD,,2.0,2016.0,8.0,5.0,0,2016.0,8.0,5.0,3.0,-0.8660254037844385,-0.5000000000000004,0,Landslide,1,9,1
